Company_Brand,HeadQuarter,Sector,What_it_does,Amount,Stage,Stage_category,Funding_year,Sector_category
Guiddoo World,"Mumbai, Maharashtra, India",Audio,We build In-Destination Experiences!,800000.0,Seed,Seed,2018,unknown
ION Energy,"Mumbai, Maharashtra, India",Energy,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,1041000.0,Venture - Series Unknown,Others,2018,Energy
UnoTag,"Bangalore, Karnataka, India",Artificial Intelligence,SaaS to verify counterfeit,100000.0,Pre-Seed,Pre-Seed,2018,Information Technology
CivilCops,"Gurgaon, Haryana, India",Government,Gov-Tech,100000.0,Pre-Seed,Pre-Seed,2018,unknown
Classworks India,"Chennai, Tamil Nadu, India",Education,"Saas, Web App, Mobile App, School Education",143102.0,Undisclosed,,2018,Consumer Discretionary
artbandhu,"Bangalore, Karnataka, India",Digital Media,Ai platform for Art and Creative Community,15000.0,Pre-Seed,Pre-Seed,2018,unknown
Survaider,"Bengaluru, Karnataka, India",Business Intelligence,Stethoscope for customer feedback !,50000000.0,Seed,Seed,2018,Information Technology
Credy,"Bengaluru, Karnataka, India",Credit,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,140000000.0,Seed,Seed,2018,Financials
iChamp,"Gurgaon, Haryana, India",E-Learning,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,500000000.0,Seed,Seed,2018,Information Technology
Qandle,"Gurgaon, Haryana, India",Software,A cloud-based HR management and employee engagement platform.,120000000.0,Seed,Seed,2018,Information Technology
Avishkaar Box,"Delhi, Delhi, India",Children,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",71551231.0,Seed,Seed,2018,Consumer Discretionary
HyperXchange,"Pune, Maharashtra, India",E-Commerce,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,100000000.0,Series A,Series A,2018,Consumer Discretionary
Doodhwala,"Bengaluru, Karnataka, India",Food Delivery,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,220000000.0,Seed,Seed,2018,Consumer Discretionary
DronaHQ,"Mumbai, Maharashtra, India",Mobile,DronaHQ is an enterprise mobile engagement platform.,50000000.0,Angel,Others,2018,Information Technology
FastFox,"Gurgaon, Haryana, India",Rental,FastFox: Market Network for Home Rentals (India),143102461.0,Series A,Series A,2018,Consumer Discretionary
BuyForexOnline,"Bangalore, Karnataka, India",Travel,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,200000000.0,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,,2018,Consumer Discretionary
Colive.in,"Bangalore, Karnataka, India",Consumer,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,180000000.0,Seed,Seed,2018,Consumer Discretionary
Agricxlab Private Limited,"Thane, Maharashtra, India",B2B,Online marketplace where farmers and traders can sell their produce to B2B buyers,50000000.0,Seed,Seed,2018,unknown
Fincash.com,"Mumbai, Maharashtra, India",Wealth Management,A startup in the personal finance space in India .,15000000.0,Seed,Seed,2018,Financials
Pandorum Technologies,"Bengaluru, Karnataka, India",Biotechnology,Bengaluru based biotech startup.,360000000.0,Series A,Series A,2018,Health Care
Shirsa Labs,"Mumbai, Maharashtra, India",Education,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,50000000.0,Seed,Seed,2018,Consumer Discretionary
PetSutra,"Gurgaon, Haryana, India",Veterinary,Gurugram-based Online petcare platform.,13594734.0,Seed,Seed,2018,Health Care
PinkBlue,"Bangalore, Karnataka, India",Health Care,PinkBlue.in - Super-efficient supply-chain for clinical supplies,30000000.0,Seed,Seed,2018,Health Care
Eduvanz,"Mumbai, Maharashtra, India",Finance,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",50000000.0,Angel,Others,2018,Financials
Rupeek,"Bangalore, Karnataka, India",Financial Services,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,683000000.0,Series A,Series A,2018,Financials
Backpacker Panda Holidays Private Limited,"Pune, Maharashtra, India",Tourism,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,140000000.0,Series A,Series A,2018,Consumer Discretionary
Shape (School Health and Physical Education),"Pune, Maharashtra, India",Education,Physical education start up,20000000.0,Seed,Seed,2018,Consumer Discretionary
Placio,"Noida, Uttar Pradesh, India",Hospitality,Placio is a student housing and a complete broker-free platform.,200000000.0,Seed,Seed,2018,Health Care
Aviom India Housing Finance,"New Delhi, Delhi, India",Finance,Delhi based housing finance company.,214653692.0,Series A,Series A,2018,Financials
HeyHolidays,"Bangalore, Karnataka, India",Tourism,"HeyHolidays, a global player in online vacation rentals.",100000000.0,Seed,Seed,2018,Consumer Discretionary
Pratilipi,"Bengaluru, Karnataka, India",Digital Media,Amazon's Kindle Direct Publishing for Indian Languages,430000000.0,Series A,Series A,2018,unknown
Silversparro Technologies Pvt. Ltd,"Gurgaon, Haryana, India",Analytics,Silversparro is a deep learning technology solution provider.,30000000.0,Seed,Seed,2018,Information Technology
Emflux Motors,"Bengaluru, Karnataka, India",Automotive,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,36484600.0,Seed,Seed,2018,unknown
Tricog Health Services Pvt Ltd,"Bangalore, Karnataka, India",Health Care,Predictive Healthcare Analytics Company,400000000.0,Series A,Series A,2018,Health Care
Scapic,"Bangalore, Karnataka, India",Cloud Computing,Virtual/Augmented Reality Start Up .,50000000.0,Seed,Seed,2018,Information Technology
6Degree,"Mumbai, Maharashtra, India",Fashion,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,40000000.0,Seed,Seed,2018,Consumer Discretionary
Ekincare,"Hyderabad, Andhra Pradesh, India",Medical,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,150000000.0,Series A,Series A,2018,Health Care
Groww,"Kormangala, Karnataka, India",Finance,Groww offers a new way of investing money.,12000000.0,Seed,Seed,2018,Financials
Cell Propulsion,"Bangalore, Karnataka, India",—,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,10017172.0,Seed,Seed,2018,unknown
Chezuba,"Hyderabad, Andhra Pradesh, India",Internet,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2003434.0,Angel,Others,2018,Information Technology
Wealthtrust,"Mumbai, Maharashtra, India",Finance,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,50000000.0,Seed,Seed,2018,Financials
Awign Enterprises,"Bangalore, Karnataka, India",Business Development,Operations and manpower outsourcing startup,71551231.0,Seed,Seed,2018,unknown
Hubhopper,"Delhi, Delhi, India",Internet,Get your daily dose of interest as summaries from news and magazine stories .,50000000.0,Series A,Series A,2018,Information Technology
Rubix108 Technologies,"Pune, Maharashtra, India",Information Technology,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,100000000.0,Seed,Seed,2018,Information Technology
Workflexi,"Bangalore, Karnataka, India",Human Resources,"Be Smart, Work on Contract,Be Smart, Hire on Contract",14310246.0,Seed,Seed,2018,unknown
Streak,"Bangalore, Karnataka, India",Financial Services,Algorithmic trading platform.,32198054.0,Seed,Seed,2018,Financials
Kuants,"Gurgaon, Haryana, India",Financial Services,Algorithmic trading platform.,7155123.0,Seed,Seed,2018,Financials
NiYO Solutions,"Bangalore, Karnataka, India",Finance,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,1320000000.0,Series A,Series A,2018,Financials
Simulanis,"New Delhi, Delhi, India",Training,A Delhi-based Augmented Reality and Virtual Reality technology development company.,50000000.0,Seed,Seed,2018,unknown
MY CHIRAAG CAB,"Jaipur, Rajasthan, India",Travel,MY CHIRAAG CAB SERVICES PVT LTD,100000000.0,Seed,Seed,2018,Consumer Discretionary
Flathalt,"Gurgaon, Haryana, India",—,FInd your Customized Home here.,5000000.0,Angel,Others,2018,unknown
True Elements,"Pune, Maharashtra, India",Dietary Supplements,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,71551231.0,Seed,Seed,2018,Health Care
Trendlyne Technologies,"Bangalore, Karnataka, India",Financial Services,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,20000000.0,Seed,Seed,2018,Financials
Planys Technologies,"Chennai, Tamil Nadu, India",Manufacturing,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,200629651.0,Series A,Series A,2018,Industrial
HealthPlix,"Bangalore, Karnataka, India",Fitness,HealthPlix is a healthtech startup,300000000.0,Series A,Series A,2018,Consumer Discretionary
dishq,"Bengaluru, Karnataka, India",—,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,40000000.0,Seed,Seed,2018,unknown
Entropik Technology,"Bengaluru, Karnataka, India",Artificial Intelligence,The boundaries between Human and Machines are shrinking fast.,110000000.0,Seed,Seed,2018,Information Technology
myHQ,"Delhi, Delhi, India",Collaboration,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,50000000.0,Series A,Series A,2018,unknown
Trell,"Bangalore City, Karnataka, India",—,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,125000000.0,Seed,Seed,2018,unknown
Kidovators (by GyanLab),"Bangalore, Karnataka, India",Big Data,Building future human capital through 21st Century Skills programs for K-12,18000000.0,Seed,Seed,2018,Information Technology
Log 9 Materials,"Uttar Pradesh, India, Asia",Nanotechnology,Log 9 Materials is a nano-materials manufacturing and RnD startup,42930738.0,Seed,Seed,2018,Utilities
VTION,"Gurgaon, Haryana, India",Analytics,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,27475673.0,Seed,Seed,2018,Information Technology
HousingMan.com,"Bengaluru, Karnataka, India",—,"New Apartments, Flats for Sale in Bangalore",147395535.0,Seed,Seed,2018,unknown
RupeeCircle,"Mumbai, Maharashtra, India",Financial Services,RupeeCircle is a new age finance company.,57240985.0,Seed,Seed,2018,Financials
Wooden Street,"Jaipur, Rajasthan, India",E-Commerce,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,100000000.0,Series A,Series A,2018,Consumer Discretionary
The Ken,"Bengaluru, Karnataka, India",Digital Media,The Ken is India’s first subscriptions-only business news site,150000000.0,Series A,Series A,2018,unknown
SaffronStays,"Mumbai, Maharashtra, India",—,SaffronStays connects travellers to India's Incredible hosts.,200000000.0,Seed,Seed,2018,unknown
Foyr,"Pune, Maharashtra, India",Home Decor,"Foyr.com is India's first online, automated interior designer",420000000.0,Series A,Series A,2018,unknown
MEngage,"Jaipur, Rajasthan, India",Health Care,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,17500000.0,Seed,Seed,2018,Health Care
Inner Being Wellness,"Hyderabad, Andhra Pradesh, India",—,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",50085861.0,Angel,Others,2018,unknown
Wishberry,"Mumbai, Maharashtra, India",Crowdfunding,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,143102461.0,Series A,Series A,2018,Consumer Discretionary
McXtra,"Andheri, Maharashtra, India",Finance,McXtra is a digital insurance broking startup.,130000000.0,Seed,Seed,2018,Financials
SmartVizX,"Noida, Uttar Pradesh, India",Software,It is a Virtual Reality Solutions StartUp,145000000.0,Seed,Seed,2018,Information Technology
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,"Pune, Maharashtra, India",—,Digital Marketing Agency,286205.0,Seed,Seed,2018,unknown
Scale Labs,"Delhi, Delhi, India",—,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,100000000.0,Seed,Seed,2018,unknown
HungerBox,"Bengaluru, Karnataka, India",B2B,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,450000000.0,Series A,Series A,2018,unknown
Biryani By Kilo,"Noida, Uttar Pradesh, India",Catering,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,100000000.0,Seed,Seed,2018,unknown
Wholesome Habits (EAT Anytime),"Mumbai, Maharashtra, India",Food and Beverage,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,50000000.0,Seed,Seed,2018,Consumer Discretionary
GoBumpr,"Mylapore, Tamil Nadu, India",Automotive,Car Service and Bike Service Mobile App,60000000.0,Seed,Seed,2018,unknown
Fixpocket,"Ahmedabad, Gujarat, India",Computer,Fixpocket is a internet-based startup.,25000000.0,Seed,Seed,2018,Information Technology
edureka!,"Bangalore, Karnataka, India",Android,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",200000000.0,Series A,Series A,2018,Information Technology
Wow Express,"Mumbai, Maharashtra, India",Delivery,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",450000000.0,Series A,Series A,2018,unknown
ZunRoof,"Gurgaon, Haryana, India",Environmental Consulting,ZunRoof is a rooftop focused solar startup.,23755009.0,Angel,Others,2018,Industrial
Eggoz,"Indore, Madhya Pradesh, India",Food and Beverage,Eggoz is a full-stack layer poultry business operator & service provider .,17172295.0,Angel,Others,2018,Consumer Discretionary
Sqrrl Fintech,"Gurgaon, Haryana, India",Big Data,Personal Finance,100000000.0,Seed,Seed,2018,Information Technology
IndiQube,"Bengaluru, Karnataka, India",Commercial Real Estate,IndiQube is a provider of co-working spaces based in Bengaluru.,1500000000.0,Series A,Series A,2018,Consumer Discretionary
EGK Foods,"Mumbai, Maharashtra, India",Food and Beverage,A food processing enterprise registered with StartUp India .,28620492.0,Seed,Seed,2018,Consumer Discretionary
NirogStreet,"Gurgaon, Haryana, India",Apps,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,30000000.0,Seed,Seed,2018,Information Technology
Pixr8,"Ghaziabad, Uttar Pradesh, India",Digital Media,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,5000000.0,Seed,Seed,2018,unknown
Nivesh.com,"Noida, Uttar Pradesh, India",Finance,Nivesh.com is a mass market mutual funds investment platform.,42930738.0,Seed,Seed,2018,Financials
Hey Deedee,"Mumbai, Maharashtra, India",Delivery Service,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,47223812.0,Seed,Seed,2018,unknown
DigiConnectt Technologys,"Bengaluru, Karnataka, India",Information Services,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,12500000.0,Seed,Seed,2018,Information Technology
Locus.sh,"Bangalore, Karnataka, India",Big Data,Locus is an intelligent logistics automation platform.,400000000.0,Series A,Series A,2018,Information Technology
Sports Flashes Pvt. Ltd,"New Delhi, Delhi, India",Basketball,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",100000000.0,Seed,Seed,2018,unknown
Picxy,"Guntur, Andhra Pradesh, India",Internet,"A stock photo startup based in Amravati, Andhra Pradesh.",13000000.0,Seed,Seed,2018,Information Technology
Huddle,"Haryana, Haryana, India",Consulting,A coworking incubator Company.,30000000.0,Seed,Seed,2018,Consumer Discretionary
Cash Suvidha,"New Delhi, Delhi, India",Finance,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,100000000.0,Seed,Seed,2018,Financials
Smartcoin,"Bangalore, Karnataka, India",Big Data,Providing financial access to the millions of mobile users in India using alternative credit assessment,200000000.0,Seed,Seed,2018,Information Technology
Roadcast,"New Delhi, Delhi, India",—,Transforming the way businesses deliver. Work-force & fleet mobility tools.,25000000.0,Angel,Others,2018,unknown
Printline Media(ThePrint),"New Delhi, Delhi, India",Digital Media,A digital news platform.,49942759.0,Seed,Seed,2018,unknown
Doxper,"Mumbai, Maharashtra, India",Health Care,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,103033772.0,Seed,Seed,2018,Health Care
i2ifunding,"Noida, Uttar Pradesh, India",Crowdfunding,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,71551231.0,Angel,Others,2018,Consumer Discretionary
Fasal,"Bengaluru, Karnataka, India",Agriculture,Climate Smart Precision Agriculture Platform,12000000.0,Seed,Seed,2018,Consumer Discretionary
CoinGeto,"Delhi, Delhi, India",Cryptocurrency,CoinGeto is one of India’s most advanced digital assets exchange.,171722954.0,Seed,Seed,2018,Consumer Discretionary
Avail Finance,"Bangalore, Karnataka, India",Finance,Avail is a mobile-first platform aiming to financially include the urban mass of India.,1720000000.0,Series A,Series A,2018,Financials
Tripeur,"Bengaluru, Karnataka, India",Information Technology,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,60000000.0,Seed,Seed,2018,Information Technology
Doubtnut,"Gurgaon, Haryana, India",E-Learning,Gurgaon based E-learning platform.,50085861.0,Seed,Seed,2018,Information Technology
MCaffeine,"Mumbai, Maharashtra, India",Consumer Goods,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,45792788.0,Seed,Seed,2018,Consumer Discretionary
TrustCheckr,"Bengaluru, Karnataka, India",Information Technology,A Bengaluru-based fraud analytics solution provider .,10000000.0,Angel,Others,2018,Information Technology
HealthAssure,"Mumbai, Maharashtra, India",Fitness,HealthAssure provides access to Discounted & High Quality primary care medical network.,100000000.0,Seed,Seed,2018,Consumer Discretionary
Picture TIme,"New Delhi, Delhi, India",Digital Entertainment,Operator of low-cost mobile cinema theatres in rural areas.,357756153.0,Seed,Seed,2018,Consumer Discretionary
1Crowd,"Mumbai, Maharashtra, India",Crowdsourcing,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,350000000.0,Angel,Others,2018,unknown
Wellthy Therapeutics Pvt Ltd,"Mumbai, Maharashtra, India",Health Care,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",193188323.0,Seed,Seed,2018,Health Care
Kuvera.in,"Bangalore, Karnataka, India",Financial Services,An online platform for mutual fund investments.,25000000.0,Angel,Others,2018,Financials
Livehealth,"Pune, Maharashtra, India",Health Care,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,110000000.0,Seed,Seed,2018,Health Care
Gramophone,"Indore, Madhya Pradesh, India",Farming,An agricultural inputs startup Company.,100000000.0,Seed,Seed,2018,unknown
Buddy4Study.com,"Noida, Uttar Pradesh, India",Career Planning,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,300000000.0,Series A,Series A,2018,unknown
Toffee,"Gurgaon, Haryana, India",—,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",150000000.0,Seed,Seed,2018,unknown
ORO Wealth,"Mumbai, Maharashtra, India",—,Online wealth management platform,160000000.0,Series A,Series A,2018,unknown
HealWell24,"Mumbai, Maharashtra, India",Dental,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",20000000.0,Seed,Seed,2018,unknown
Acko General Insurance,"Mumbai, Maharashtra, India",Financial Services,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,1200000000.0,Series A,Series A,2018,Financials
arzooo.com,"Bangalore, Karnataka, India",Consumer Electronics,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,21465369.0,Seed,Seed,2018,Consumer Discretionary
Bonphul Air Products,"Delhi, Delhi, India",CleanTech,A clean tech product Company,28620492.0,Angel,Others,2018,unknown
Edyoo,"Bengaluru, Karnataka, India",Education,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",100000000.0,Seed,Seed,2018,Consumer Discretionary
Chtrbox,"Mumbai, Maharashtra, India",Advertising,Chtrbox connects social media influencers with brands .,14310246.0,Angel,Others,2018,Communication Services
Aashiyaan Housing and Development Finance,"Kolkata, West Bengal, India",Financial Services,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,193188323.0,Seed,Seed,2018,Financials
BetterPlace Safety Solutions Pvt. Ltd.,"Bangalore City, Karnataka, India",Human Resources,"BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",300000000.0,Series A,Series A,2018,unknown
Cashkumar,"Bengaluru, Karnataka, India",Consumer Lending,A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,71551231.0,Seed,Seed,2018,Consumer Discretionary
Rocketium,"Bangalore, Karnataka, India",Marketing,Easy video creation for social media.,28620492.0,Seed,Seed,2018,Consumer Discretionary
mfine,"Bengaluru, Karnataka, India",Health Care,Hospital & Health Care Start up,420000000.0,Series A,Series A,2018,Health Care
Earth Food,"Pune, Maharashtra, India",Food and Beverage,Earth Food is a healthy Food Start Up.,91585575.0,Seed,Seed,2018,Consumer Discretionary
Charcoal Eats,"Mumbai, Maharashtra, India",Food Processing,Charcoal Eats aims to bring Dominos style standardisation.,71551231.0,Seed,Seed,2018,Consumer Discretionary
TheCollegeFever,"Bangalore, Karnataka, India",Brand Marketing,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",25000000.0,Seed,Seed,2018,Consumer Discretionary
Wicked Ride Adventure Services Private Limited,"Bangalore, Karnataka, India",Automotive,Peer-to-Peer motor vehicles sharing,10000000.0,Venture - Series Unknown,Others,2018,unknown
Career Anna,"Bangalore, Karnataka, India",Commercial,India's Go to Career Commerce Portal,57240985.0,Seed,Seed,2018,unknown
ERUDITUS Executive Education,"Mumbai, Maharashtra, India",Continuing Education,"Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",40000000.0,Series C,"Series B,C,D&E",2018,Consumer Discretionary
Square Off,"Mumbai, Maharashtra, India",Internet of Things,Delivering Imagination,1100000.0,Seed,Seed,2018,Information Technology
UrbanClap,"Delhi, Delhi, India",Apps,UrbanClap is India's leading managed marketplace for home services.,50000000.0,Series D,"Series B,C,D&E",2018,Information Technology
Hospals,"New Delhi, Delhi, India",Medical,Hospals is a medical tourism company.,1500000.0,Seed,Seed,2018,Health Care
Kogta Financial India Limited,"Jaipur, Rajasthan, India",Financial Services,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,2203777905.0,Series B,"Series B,C,D&E",2018,Financials
The Souled Store,"Mumbai, Maharashtra, India",Fashion,"The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",3000000.0,Venture - Series Unknown,Others,2018,Consumer Discretionary
Hush - Speak Up. Make Work Better,"Bangalore, Karnataka, India",Communities,Enabling diversity of opinions in organizations,64396108.0,Seed,Seed,2018,Real Estate
Drivezy,"Bengaluru, Karnataka, India",Automotive,Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,100000000.0,Debt Financing,Others,2018,unknown
Freyr Energy,"Hyderabad, Andhra Pradesh, India",Energy,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",1500000.0,Series A,Series A,2018,Energy
NIRAMAI Health Analytix,"Bangalore, Karnataka, India",Health Care,NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,6000000.0,Seed,Seed,2018,Health Care
CloudSek,"Bengaluru, Karnataka, India",Information Technology,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,200343446.0,Seed,Seed,2018,Information Technology
Lendbox,"Delhi, Delhi, India",Crowdfunding,Lendbox is India's leading peer-to-peer lending online lending platform.,85861477.0,Seed,Seed,2018,Consumer Discretionary
Verloop,"Bangalore, Karnataka, India",Customer Service,Verloop is an automated customer support and engagement platform.,3000000.0,Series A,Series A,2018,unknown
Paymatrix,"Hyderabad, Andhra Pradesh, India",Credit Cards,India's Leading Property Rent management platform,100000.0,Seed,Seed,2018,Financials
Idha Skin Clinic,"Bangalore City, Karnataka, India",Beauty,Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,7155123.0,Seed,Seed,2018,Consumer Discretionary
InCred,"Mumbai, Maharashtra, India",Banking,InCred Finance is a mumbai-based non-banking financial company,41900000.0,Private Equity,Others,2018,Financials
Vedantu,"Bangalore, Karnataka, India",EdTech,Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,11000000.0,Series B,"Series B,C,D&E",2018,Information Technology
Stelis Biopharma,"Bangalore, Karnataka, India",Biopharma,Stelis Biopharma is a vertically integrated biopharmaceutical company,100000000.0,Series B,"Series B,C,D&E",2018,Health Care
Magicpin,"Gurgaon, Haryana, India",E-Commerce,"Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",2017744705.0,Series C,"Series B,C,D&E",2018,Consumer Discretionary
Mech Mocha,"Bangalore, Karnataka, India",Digital Entertainment,Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,3530000.0,Series B,"Series B,C,D&E",2018,Consumer Discretionary
Aye Finance,"Gurgaon, Haryana, India",Finance,Aye Finance provides financial services to micro and small businesses in Northern India.,103033772.0,Debt Financing,Others,2018,Financials
Aldopay,"Chennai, Tamil Nadu, India",Mobile Payments,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,200000.0,Seed,Seed,2018,Information Technology
Detect Technologies,"Chennai, Tamil Nadu, India",Artificial Intelligence,Completely automated remote control system.,3300000.0,Series A,Series A,2018,Information Technology
Signzy,"Bangalore, Karnataka, India",Computer,Signzy are creating 'building blocks for a Digital Trust system.,343445907.0,Series A,Series A,2018,Information Technology
CashRich,"Mumbai, Maharashtra, India",Apps,A Mumbai-based fin-tech startup,1000000.0,Seed,Seed,2018,Information Technology
CropIn Technologies,"Bengaluru, Karnataka, India",Agriculture,"To discover, develop and deliver innovative solution in Agtech Space",829994276.0,Series B,"Series B,C,D&E",2018,Consumer Discretionary
Yaantra,"Delhi, Delhi, India",Information Services,"Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",2000000.0,Debt Financing,Others,2018,Information Technology
TECHBOOZE,"New Delhi, Delhi, India",Education,"Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",100000.0,Seed,Seed,2018,Consumer Discretionary
HealthifyMe,"Bangalore, Karnataka, India",Apps,HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,6000000.0,Series B,"Series B,C,D&E",2018,Information Technology
hoi foods,"Gurgaon, Haryana, India",Food and Beverage,India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,51516886.0,Seed,Seed,2018,Consumer Discretionary
Perpule,"Bangalore, Karnataka, India",Apps,Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,486548369.0,Series A,Series A,2018,Information Technology
Royal Sundaram General Insurance Co. Limited,"Kalpakkam, Tamil Nadu, India",Health Insurance,"Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",210000000.0,Corporate Round,Others,2018,Health Care
CleanseCar,"Bangalore, Karnataka, India",Automotive,CleanseCar is a company provides Washing and Repair Services.,50085861.0,Angel,Others,2018,unknown
DRIVEU,"Bengaluru, Karnataka, India",Rental,DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,100171723.0,Venture - Series Unknown,Others,2018,Consumer Discretionary
Spinny,"Gurgaon, Haryana, India",E-Commerce,Used cars marketplace in India. Ushering new era of transparency and convenience.,11000000.0,Series A,Series A,2018,Consumer Discretionary
Med365 Healthcare,"Jaipur, Rajasthan, India",Health Diagnostics,"Wellness, Specialised Testing, Healthcare at Home",71551231.0,Seed,Seed,2018,Health Care
Dunzo,"Bangalore, Karnataka, India",Customer Service,Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,100171723.0,Debt Financing,Others,2018,unknown
Mobile Premier League (MPL),"Bengaluru, Karnataka, India",Gaming,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,5000000.0,Series A,Series A,2018,Consumer Discretionary
